pin,slack
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_RX_CTL_RMII_CRS_DV_USBB_DATA2_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_TXD0_RMII_TXD0_USBB_DIR_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_TXD1_RMII_TXD1_USBB_STP_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_TXD2_USBB_DATA5_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_TXD3_USBB_DATA6_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_TX_CLK_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RGMII_TX_CTL_RMII_TX_EN_USBB_NXT_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RXDF[0],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RXDF[1],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RXDF[2],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RXDF[3],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RXDF[4],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RXDF[5],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RXDF[6],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RXDF[7],
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RX_CLKPF,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RX_DVF,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RX_ERRF,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:RX_EV,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SLEEPHOLDREQ,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SMBALERT_NI0,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SMBALERT_NI1,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SMBSUS_NI0,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SMBSUS_NI1,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_CLK_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SCK_USBA_XCLK_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SDI_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SDI_USBA_DIR_MGPIO5A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SDO_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SDO_USBA_STP_MGPIO6A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SS0_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SS0_USBA_NXT_MGPIO7A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SS1_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SS1_USBA_DATA5_MGPIO8A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SS2_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SS2_USBA_DATA6_MGPIO9A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SS3_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI0_SS3_USBA_DATA7_MGPIO10A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_CLK_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SCK_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SDI_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SDI_MGPIO11A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SDO_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SDO_MGPIO12A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS0_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS0_MGPIO13A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS1_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS1_MGPIO14A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS2_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS2_MGPIO15A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS3_F2H_SCP,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS3_MGPIO16A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS4_MGPIO17A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS5_MGPIO18A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS6_MGPIO23A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:SPI1_SS7_MGPIO24A_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:TX_CLKPF,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:USBC_XCLK_IN,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:USER_MSS_GPIO_RESET_N,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:USER_MSS_RESET_N,
DMAAPB_MSS_0/MSS_ADLIB_INST/INST_MSS_010_IP:XCLK_FAB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:IPB,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_32:B,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_32:C,6614
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_32:IPB,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_32:IPC,6614
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_63:IPB,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/FF_8:EN,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/FF_8:IPENn,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_25:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_25:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_25:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_25:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:IPB,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_4:B,6634
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_4:C,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_4:IPB,6634
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_4:IPC,
FCCC_0/CCC_INST/IP_INTERFACE_4:A,
FCCC_0/CCC_INST/IP_INTERFACE_4:B,
FCCC_0/CCC_INST/IP_INTERFACE_4:C,
FCCC_0/CCC_INST/IP_INTERFACE_4:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_4:IPC,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_91:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_54:IPB,
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[4]:A,3372
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[4]:B,3036
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[4]:C,7410
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[4]:D,4761
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[4]:Y,3036
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/FF_27:EN,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/FF_24:CLK,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/FF_24:IPCLKn,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_9:B,6611
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_9:C,6610
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_9:IPB,6611
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_9:IPC,6610
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[15]:A,3555
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[15]:B,3219
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[15]:C,7593
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[15]:D,4986
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[15]:Y,3219
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_4:A,3232
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_4:B,3099
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_4:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_4:IPA,3232
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_4:IPB,3099
FCCC_0/CCC_INST/IP_INTERFACE_7:A,
FCCC_0/CCC_INST/IP_INTERFACE_7:B,
FCCC_0/CCC_INST/IP_INTERFACE_7:C,
FCCC_0/CCC_INST/IP_INTERFACE_7:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_7:IPC,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/FF_11:EN,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/FF_11:IPENn,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_11:B,6924
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_11:IPB,6924
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_85:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_85:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_85:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_85:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_85:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:IPA,
COREAPBLSRAM_0/wen:A,5527
COREAPBLSRAM_0/wen:B,5490
COREAPBLSRAM_0/wen:C,4114
COREAPBLSRAM_0/wen:D,4074
COREAPBLSRAM_0/wen:Y,4074
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_2:B,6794
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_2:C,
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_2:IPB,6794
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_2:IPC,
SYSRESET_0_RNIHNV1/U0_RGB1:An,
SYSRESET_0_RNIHNV1/U0_RGB1:ENn,
SYSRESET_0_RNIHNV1/U0_RGB1:YL,
FCCC_0/CCC_INST/IP_INTERFACE_13:A,
FCCC_0/CCC_INST/IP_INTERFACE_13:B,
FCCC_0/CCC_INST/IP_INTERFACE_13:C,
FCCC_0/CCC_INST/IP_INTERFACE_13:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_13:IPC,
SYSRESET_0/INST_SYSRESET_FF_IP:DEVRST_N,
SYSRESET_0/INST_SYSRESET_FF_IP:FF_TO_START,
SYSRESET_0/INST_SYSRESET_FF_IP:POWER_ON_RESET_N,
SYSRESET_0/INST_SYSRESET_FF_IP:TCK,
SYSRESET_0/INST_SYSRESET_FF_IP:TDI,
SYSRESET_0/INST_SYSRESET_FF_IP:TMS,
SYSRESET_0/INST_SYSRESET_FF_IP:TRSTB,
SYSRESET_0/INST_SYSRESET_FF_IP:UTDO,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_154:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_154:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_154:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_154:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_71:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_71:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_71:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_71:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_128:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_116:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_116:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_116:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_116:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_116:IPB,
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[10]:A,3587
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[10]:B,3251
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[10]:C,7625
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[10]:D,5014
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[10]:Y,3251
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:A,2970
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:B,3251
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:IPA,2970
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_5:IPB,3251
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_9:A,3299
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_9:B,3210
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_9:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_9:IPA,3299
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_9:IPB,3210
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_74:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_146:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_146:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_146:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_146:IPA,
COREAPBLSRAM_0/PRDATA4_1:A,2970
COREAPBLSRAM_0/PRDATA4_1:B,3194
COREAPBLSRAM_0/PRDATA4_1:Y,2970
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_27:B,6682
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_27:C,6903
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_27:IPB,6682
COREAPBLSRAM_0/genblk1_genblk1_lsram_1024to70656x16_block0/block1/CFG_27:IPC,6903
FCCC_0/CCC_INST/IP_INTERFACE_3:A,
FCCC_0/CCC_INST/IP_INTERFACE_3:B,
FCCC_0/CCC_INST/IP_INTERFACE_3:C,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_3:IPC,
OSC_0/I_RCOSC_25_50MHZ/U0:CLKOUT,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_159:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_159:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_159:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_159:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_159:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_259:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_259:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_259:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_259:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_259:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_62:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_62:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_62:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_62:IPA,
COREAPBLSRAM_0/PRDATA_reg[15]:ADn,
COREAPBLSRAM_0/PRDATA_reg[15]:ALn,
COREAPBLSRAM_0/PRDATA_reg[15]:CLK,7593
COREAPBLSRAM_0/PRDATA_reg[15]:D,6157
COREAPBLSRAM_0/PRDATA_reg[15]:EN,4180
COREAPBLSRAM_0/PRDATA_reg[15]:LAT,
COREAPBLSRAM_0/PRDATA_reg[15]:Q,7593
COREAPBLSRAM_0/PRDATA_reg[15]:SD,
COREAPBLSRAM_0/PRDATA_reg[15]:SLn,
FCCC_0/CCC_INST/IP_INTERFACE_16:A,
FCCC_0/CCC_INST/IP_INTERFACE_16:B,
FCCC_0/CCC_INST/IP_INTERFACE_16:C,
FCCC_0/CCC_INST/IP_INTERFACE_16:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_16:IPC,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_157:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_157:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_157:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_157:IPA,
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[7]:A,3635
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[7]:B,3299
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[7]:C,7673
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[7]:D,4958
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[7]:Y,3299
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[14]:A,3546
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[14]:B,3210
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[14]:C,7584
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[14]:D,4971
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns[14]:Y,3210
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_53:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_53:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_53:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_53:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_53:IPB,
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns_1[13]:A,4726
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns_1[13]:B,3490
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns_1[13]:C,4608
CoreAPB3_0/u_mux_p_to_b3/PRDATA_xx_mm_ns_1[13]:Y,3490
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_153:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_153:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_153:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_153:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_153:IPB,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_181:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_181:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_181:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_181:IPA,
GPIO_0_M2F_obuf/U0/U_IOPAD:D,
GPIO_0_M2F_obuf/U0/U_IOPAD:E,
GPIO_0_M2F_obuf/U0/U_IOPAD:PAD,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:A,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:B,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:IPA,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:A,3476
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:B,3222
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:C,
DMAAPB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_7:IPA,3476
